"ticker","date","amount"
"T.TO","1996-09-06",0.0825
"T.TO","1996-12-09",0.0825
"T.TO","1997-03-07",0.0825
"T.TO","1997-06-06",0.0850
"T.TO","1997-09-08",0.0850
"T.TO","1997-12-09",0.0850
"T.TO","1998-03-09",0.0850
"T.TO","1998-06-08",0.0875
"T.TO","1998-09-08",0.0875
"T.TO","1998-12-09",0.0875
"T.TO","1999-03-09",0.0875
"T.TO","1999-06-08",0.0875
"T.TO","1999-09-08",0.0875
"T.TO","1999-12-08",0.0875
"T.TO","2000-06-07",0.0875
"T.TO","2000-09-06",0.0875
"T.TO","2000-12-07",0.0875
"T.TO","2001-03-07",0.0875
"T.TO","2001-06-06",0.0875
"T.TO","2001-09-06",0.0875
"T.TO","2001-12-07",0.0375
"T.TO","2002-03-07",0.0375
"T.TO","2002-06-06",0.0375
"T.TO","2002-09-06",0.0375
"T.TO","2002-12-09",0.0375
"T.TO","2003-03-07",0.0375
"T.TO","2003-06-06",0.0375
"T.TO","2003-09-08",0.0375
"T.TO","2003-12-09",0.0375
"T.TO","2004-03-09",0.0375
"T.TO","2004-06-08",0.0375
"T.TO","2004-09-08",0.0375
"T.TO","2004-12-08",0.0500
"T.TO","2005-03-09",0.0500
"T.TO","2005-06-08",0.0500
"T.TO","2005-09-07",0.0500
"T.TO","2005-12-07",0.0688
"T.TO","2006-03-08",0.0688
"T.TO","2006-06-07",0.0688
"T.TO","2006-09-06",0.0688
"T.TO","2006-12-07",0.0938
"T.TO","2007-03-07",0.0938
"T.TO","2007-06-06",0.0938
"T.TO","2007-09-06",0.0938
"T.TO","2007-12-07",0.1125
"T.TO","2008-03-07",0.1125
"T.TO","2008-06-06",0.1125
"T.TO","2008-09-08",0.1125
"T.TO","2008-12-09",0.1187
"T.TO","2009-03-09",0.1187
"T.TO","2009-06-08",0.1187
"T.TO","2009-09-08",0.1187
"T.TO","2009-12-09",0.1187
"T.TO","2010-03-09",0.1187
"T.TO","2010-06-08",0.1250
"T.TO","2010-09-08",0.1250
"T.TO","2010-12-08",0.1313
"T.TO","2011-03-09",0.1313
"T.TO","2011-06-08",0.1375
"T.TO","2011-09-07",0.1375
"T.TO","2011-12-07",0.1450
"T.TO","2012-03-07",0.1450
"T.TO","2012-06-06",0.1525
"T.TO","2012-09-06",0.1525
"T.TO","2012-12-07",0.1600
"T.TO","2013-03-07",0.1600
"T.TO","2013-06-06",0.1700
"T.TO","2013-09-06",0.1700
"T.TO","2013-12-09",0.1800
"T.TO","2014-03-07",0.1800
"T.TO","2014-06-06",0.1900
"T.TO","2014-09-08",0.1900
"T.TO","2014-12-09",0.2000
"T.TO","2015-03-09",0.2000
"T.TO","2015-06-08",0.2100
"T.TO","2015-09-08",0.2100
"T.TO","2015-12-09",0.2200
"T.TO","2016-03-09",0.2200
"T.TO","2016-06-08",0.2300
"T.TO","2016-09-07",0.2300
"T.TO","2016-12-07",0.2400
"T.TO","2017-03-08",0.2400
"T.TO","2017-06-07",0.2465
"T.TO","2017-09-07",0.2465
"T.TO","2017-12-08",0.2525
"T.TO","2018-03-08",0.2525
"T.TO","2018-06-07",0.2625
"T.TO","2018-09-07",0.2625
"T.TO","2018-12-10",0.2725
"T.TO","2019-03-08",0.2725
"T.TO","2019-06-07",0.2815
"T.TO","2019-09-09",0.2815
"T.TO","2019-12-10",0.2915
"T.TO","2020-03-10",0.2915
"T.TO","2020-06-09",0.2910
"T.TO","2020-09-09",0.2910
"T.TO","2020-12-10",0.3110
"T.TO","2021-03-10",0.3110
"T.TO","2021-06-09",0.3160
"T.TO","2021-09-09",0.3160
"T.TO","2021-12-09",0.3270
"T.TO","2022-03-10",0.3270
"T.TO","2022-06-09",0.3390
"T.TO","2022-09-08",0.3390
"T.TO","2022-12-08",0.3510
"T.TO","2023-03-09",0.3510
"T.TO","2023-06-08",0.3640
"T.TO","2023-09-07",0.3640
"T.TO","2023-12-08",0.3760
"T.TO","2024-03-08",0.3760
"T.TO","2024-06-10",0.3890
"T.TO","2024-09-10",0.3890
"T.TO","2024-12-11",0.4020
"T.TO","2025-03-11",0.4020
"T.TO","2025-06-10",0.4160
"T.TO","2025-09-10",0.4160
"T.TO","2025-12-11",0.4180
"T.TO","2026-03-11",0.4180
"TD.TO","1995-03-10",0.0550
"TD.TO","1995-06-13",0.0550
"TD.TO","1995-09-12",0.0550
"TD.TO","1995-12-12",0.0625
"TD.TO","1996-03-12",0.0625
"TD.TO","1996-06-18",0.0625
"TD.TO","1996-10-10",0.0625
"TD.TO","1996-12-17",0.0700
"TD.TO","1997-03-18",0.0700
"TD.TO","1997-06-17",0.0700
"TD.TO","1997-09-16",0.0700
"TD.TO","1997-12-16",0.0800
"TD.TO","1998-03-17",0.0800
"TD.TO","1998-06-16",0.0850
"TD.TO","1998-09-15",0.0850
"TD.TO","1998-12-15",0.0850
"TD.TO","1999-03-16",0.0850
"TD.TO","1999-09-14",0.0950
"TD.TO","1999-12-14",0.1050
"TD.TO","2000-03-14",0.1050
"TD.TO","2000-06-13",0.1250
"TD.TO","2000-09-12",0.1250
"TD.TO","2000-12-12",0.1250
"TD.TO","2001-03-13",0.1400
"TD.TO","2001-06-12",0.1400
"TD.TO","2001-09-18",0.1400
"TD.TO","2001-12-18",0.1400
"TD.TO","2002-03-12",0.1400
"TD.TO","2002-06-18",0.1400
